"COVID-19-Associated Hospitalization Rates (per 100,000 population) for the COVID-NET Network (downloaded on "Aug-09-2020)
Centers for Disease Control and Prevention.
CATCHMENT,NETWORK,YEAR,MMWR-YEAR,MMWR-WEEK,AGE CATEGORY,CUMULATIVE RATE,WEEKLY RATE 
Entire Network,EIP,2020-21,2021,5,30-39 yr,null,null
Georgia,EIP,2020-21,2021,5,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,5,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,5,30-39 yr,null,null
Maryland,EIP,2020-21,2021,5,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,5,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,5,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,6,30-39 yr,null,null
Utah,IHSP,2020-21,2021,6,30-39 yr,null,null
Oregon,EIP,2020-21,2021,6,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,6,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,6,30-39 yr,null,null
New York,EIP,2020-21,2021,6,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,6,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,6,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,6,30-39 yr,null,null
Maryland,EIP,2020-21,2021,6,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,6,30-39 yr,null,null
Georgia,EIP,2020-21,2021,6,30-39 yr,null,null
California,EIP,2020-21,2021,6,30-39 yr,null,null
Colorado,EIP,2020-21,2021,6,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,6,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,6,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,6,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,7,30-39 yr,null,null
Utah,IHSP,2020-21,2021,7,30-39 yr,null,null
California,EIP,2020-21,2021,7,30-39 yr,null,null
Colorado,EIP,2020-21,2021,7,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,7,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,7,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,7,30-39 yr,null,null
Georgia,EIP,2020-21,2021,7,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,7,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,7,30-39 yr,null,null
Maryland,EIP,2020-21,2021,7,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,7,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,7,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,7,30-39 yr,null,null
New York,EIP,2020-21,2021,7,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,7,30-39 yr,null,null
Oregon,EIP,2020-21,2021,7,30-39 yr,null,null
Utah,IHSP,2020-21,2021,8,30-39 yr,null,null
Oregon,EIP,2020-21,2021,8,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,8,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,8,30-39 yr,null,null
New York,EIP,2020-21,2021,8,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,8,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,8,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,8,30-39 yr,null,null
Maryland,EIP,2020-21,2021,8,30-39 yr,null,null
California,EIP,2020-21,2021,8,30-39 yr,null,null
Colorado,EIP,2020-21,2021,8,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,8,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,8,30-39 yr,null,null
Georgia,EIP,2020-21,2021,8,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,8,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,8,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,8,30-39 yr,null,null
Utah,IHSP,2020-21,2021,9,30-39 yr,null,null
Oregon,EIP,2020-21,2021,9,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,9,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,9,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,9,30-39 yr,null,null
New York,EIP,2020-21,2021,9,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,9,30-39 yr,null,null
California,EIP,2020-21,2021,9,30-39 yr,null,null
Colorado,EIP,2020-21,2021,9,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,9,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,9,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,9,30-39 yr,null,null
Georgia,EIP,2020-21,2021,9,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,9,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,9,30-39 yr,null,null
Maryland,EIP,2020-21,2021,9,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,9,30-39 yr,null,null
Utah,IHSP,2020-21,2021,10,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,10,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,10,30-39 yr,null,null
Oregon,EIP,2020-21,2021,10,30-39 yr,null,null
New York,EIP,2020-21,2021,10,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,10,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,10,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,10,30-39 yr,null,null
Maryland,EIP,2020-21,2021,10,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,10,30-39 yr,null,null
Georgia,EIP,2020-21,2021,10,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,10,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,10,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,10,30-39 yr,null,null
Colorado,EIP,2020-21,2021,10,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,10,30-39 yr,null,null
California,EIP,2020-21,2021,10,30-39 yr,null,null
California,EIP,2020-21,2021,11,30-39 yr,null,null
Colorado,EIP,2020-21,2021,11,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,11,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,11,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,11,30-39 yr,null,null
Georgia,EIP,2020-21,2021,11,30-39 yr,null,null
Utah,IHSP,2020-21,2021,11,30-39 yr,null,null
Oregon,EIP,2020-21,2021,11,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,11,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,11,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,11,30-39 yr,null,null
Maryland,EIP,2020-21,2021,11,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,11,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,11,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,11,30-39 yr,null,null
New York,EIP,2020-21,2021,11,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,11,30-39 yr,null,null
Utah,IHSP,2020-21,2021,12,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,12,30-39 yr,null,null
Oregon,EIP,2020-21,2021,12,30-39 yr,null,null
New York,EIP,2020-21,2021,12,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,12,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,12,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,12,30-39 yr,null,null
Maryland,EIP,2020-21,2021,12,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,12,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,12,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,12,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,12,30-39 yr,null,null
Georgia,EIP,2020-21,2021,12,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,12,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,12,30-39 yr,null,null
California,EIP,2020-21,2021,12,30-39 yr,null,null
Colorado,EIP,2020-21,2021,12,30-39 yr,null,null
California,EIP,2020-21,2021,13,30-39 yr,null,null
Colorado,EIP,2020-21,2021,13,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,13,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,13,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,13,30-39 yr,null,null
Georgia,EIP,2020-21,2021,13,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,13,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,13,30-39 yr,null,null
Maryland,EIP,2020-21,2021,13,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,13,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,13,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,13,30-39 yr,null,null
New York,EIP,2020-21,2021,13,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,13,30-39 yr,null,null
Oregon,EIP,2020-21,2021,13,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,13,30-39 yr,null,null
Utah,IHSP,2020-21,2021,13,30-39 yr,null,null
California,EIP,2020-21,2021,14,30-39 yr,null,null
Georgia,EIP,2020-21,2021,14,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,14,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,14,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,14,30-39 yr,null,null
Colorado,EIP,2020-21,2021,14,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,14,30-39 yr,null,null
Utah,IHSP,2020-21,2021,14,30-39 yr,null,null
Oregon,EIP,2020-21,2021,14,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,14,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,14,30-39 yr,null,null
New York,EIP,2020-21,2021,14,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,14,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,14,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,14,30-39 yr,null,null
Maryland,EIP,2020-21,2021,14,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,14,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,15,30-39 yr,null,null
Oregon,EIP,2020-21,2021,15,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,15,30-39 yr,null,null
Utah,IHSP,2020-21,2021,15,30-39 yr,null,null
California,EIP,2020-21,2021,15,30-39 yr,null,null
Colorado,EIP,2020-21,2021,15,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,15,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,15,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,15,30-39 yr,null,null
Georgia,EIP,2020-21,2021,15,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,15,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,15,30-39 yr,null,null
Maryland,EIP,2020-21,2021,15,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,15,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,15,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,15,30-39 yr,null,null
New York,EIP,2020-21,2021,15,30-39 yr,null,null
Utah,IHSP,2020-21,2021,16,30-39 yr,null,null
Oregon,EIP,2020-21,2021,16,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,16,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,16,30-39 yr,null,null
New York,EIP,2020-21,2021,16,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,16,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,16,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,16,30-39 yr,null,null
California,EIP,2020-21,2021,16,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,16,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,16,30-39 yr,null,null
Colorado,EIP,2020-21,2021,16,30-39 yr,null,null
Maryland,EIP,2020-21,2021,16,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,16,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,16,30-39 yr,null,null
Georgia,EIP,2020-21,2021,16,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,16,30-39 yr,null,null
California,EIP,2020-21,2021,17,30-39 yr,null,null
Colorado,EIP,2020-21,2021,17,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,17,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,17,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,17,30-39 yr,null,null
Georgia,EIP,2020-21,2021,17,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,17,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,17,30-39 yr,null,null
Utah,IHSP,2020-21,2021,17,30-39 yr,null,null
Maryland,EIP,2020-21,2021,17,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,17,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,17,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,17,30-39 yr,null,null
New York,EIP,2020-21,2021,17,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,17,30-39 yr,null,null
Oregon,EIP,2020-21,2021,17,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,17,30-39 yr,null,null
Utah,IHSP,2020-21,2021,18,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,18,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,18,30-39 yr,null,null
Oregon,EIP,2020-21,2021,18,30-39 yr,null,null
New York,EIP,2020-21,2021,18,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,18,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,18,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,18,30-39 yr,null,null
Maryland,EIP,2020-21,2021,18,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,18,30-39 yr,null,null
Georgia,EIP,2020-21,2021,18,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,18,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,18,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,18,30-39 yr,null,null
Colorado,EIP,2020-21,2021,18,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,18,30-39 yr,null,null
California,EIP,2020-21,2021,18,30-39 yr,null,null
Utah,IHSP,2020-21,2021,19,30-39 yr,null,null
New York,EIP,2020-21,2021,19,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,19,30-39 yr,null,null
Oregon,EIP,2020-21,2021,19,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,19,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,19,30-39 yr,null,null
Georgia,EIP,2020-21,2021,19,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,19,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,19,30-39 yr,null,null
Maryland,EIP,2020-21,2021,19,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,19,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,19,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,19,30-39 yr,null,null
California,EIP,2020-21,2021,19,30-39 yr,null,null
Colorado,EIP,2020-21,2021,19,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,19,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,19,30-39 yr,null,null
Utah,IHSP,2020-21,2021,20,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,20,30-39 yr,null,null
California,EIP,2020-21,2021,20,30-39 yr,null,null
Colorado,EIP,2020-21,2021,20,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,20,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,20,30-39 yr,null,null
Oregon,EIP,2020-21,2021,20,30-39 yr,null,null
New York,EIP,2020-21,2021,20,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,20,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,20,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,20,30-39 yr,null,null
Maryland,EIP,2020-21,2021,20,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,20,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,20,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,20,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,20,30-39 yr,null,null
Georgia,EIP,2020-21,2021,20,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,21,30-39 yr,null,null
Utah,IHSP,2020-21,2021,21,30-39 yr,null,null
California,EIP,2020-21,2021,21,30-39 yr,null,null
Colorado,EIP,2020-21,2021,21,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,21,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,21,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,21,30-39 yr,null,null
Georgia,EIP,2020-21,2021,21,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,21,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,21,30-39 yr,null,null
Maryland,EIP,2020-21,2021,21,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,21,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,21,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,21,30-39 yr,null,null
New York,EIP,2020-21,2021,21,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,21,30-39 yr,null,null
Oregon,EIP,2020-21,2021,21,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,22,30-39 yr,null,null
Utah,IHSP,2020-21,2021,22,30-39 yr,null,null
Oregon,EIP,2020-21,2021,22,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,22,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,22,30-39 yr,null,null
New York,EIP,2020-21,2021,22,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,22,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,22,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,22,30-39 yr,null,null
Maryland,EIP,2020-21,2021,22,30-39 yr,null,null
California,EIP,2020-21,2021,22,30-39 yr,null,null
Colorado,EIP,2020-21,2021,22,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,22,30-39 yr,null,null
Georgia,EIP,2020-21,2021,22,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,22,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,22,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,22,30-39 yr,null,null
California,EIP,2020-21,2021,23,30-39 yr,null,null
Colorado,EIP,2020-21,2021,23,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,23,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,23,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,23,30-39 yr,null,null
Georgia,EIP,2020-21,2021,23,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,23,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,23,30-39 yr,null,null
Maryland,EIP,2020-21,2021,23,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,23,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,23,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,23,30-39 yr,null,null
Utah,IHSP,2020-21,2021,23,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,23,30-39 yr,null,null
New York,EIP,2020-21,2021,23,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,23,30-39 yr,null,null
Oregon,EIP,2020-21,2021,23,30-39 yr,null,null
Utah,IHSP,2020-21,2021,24,30-39 yr,null,null
Oregon,EIP,2020-21,2021,24,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,24,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,24,30-39 yr,null,null
New York,EIP,2020-21,2021,24,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,24,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,24,30-39 yr,null,null
California,EIP,2020-21,2021,24,30-39 yr,null,null
Colorado,EIP,2020-21,2021,24,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,24,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,24,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,24,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,24,30-39 yr,null,null
Maryland,EIP,2020-21,2021,24,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,24,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,24,30-39 yr,null,null
Georgia,EIP,2020-21,2021,24,30-39 yr,null,null
Utah,IHSP,2020-21,2021,25,30-39 yr,null,null
Oregon,EIP,2020-21,2021,25,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,25,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,25,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,25,30-39 yr,null,null
Maryland,EIP,2020-21,2021,25,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,25,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,25,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,25,30-39 yr,null,null
New York,EIP,2020-21,2021,25,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,25,30-39 yr,null,null
California,EIP,2020-21,2021,25,30-39 yr,null,null
Colorado,EIP,2020-21,2021,25,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,25,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,25,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,25,30-39 yr,null,null
Georgia,EIP,2020-21,2021,25,30-39 yr,null,null
Utah,IHSP,2020-21,2021,26,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,26,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,26,30-39 yr,null,null
Oregon,EIP,2020-21,2021,26,30-39 yr,null,null
Colorado,EIP,2020-21,2021,26,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,26,30-39 yr,null,null
California,EIP,2020-21,2021,26,30-39 yr,null,null
New York,EIP,2020-21,2021,26,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,26,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,26,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,26,30-39 yr,null,null
Maryland,EIP,2020-21,2021,26,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,26,30-39 yr,null,null
Georgia,EIP,2020-21,2021,26,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,26,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,26,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,26,30-39 yr,null,null
Utah,IHSP,2020-21,2021,27,30-39 yr,null,null
Oregon,EIP,2020-21,2021,27,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,27,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,27,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,27,30-39 yr,null,null
New York,EIP,2020-21,2021,27,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,27,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,27,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,27,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,27,30-39 yr,null,null
Georgia,EIP,2020-21,2021,27,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,27,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,27,30-39 yr,null,null
Maryland,EIP,2020-21,2021,27,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,27,30-39 yr,null,null
California,EIP,2020-21,2021,27,30-39 yr,null,null
Colorado,EIP,2020-21,2021,27,30-39 yr,null,null
Utah,IHSP,2020-21,2021,28,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,28,30-39 yr,null,null
Oregon,EIP,2020-21,2021,28,30-39 yr,null,null
New York,EIP,2020-21,2021,28,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,28,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,28,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,28,30-39 yr,null,null
Maryland,EIP,2020-21,2021,28,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,28,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,28,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,28,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,28,30-39 yr,null,null
Georgia,EIP,2020-21,2021,28,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,28,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,28,30-39 yr,null,null
California,EIP,2020-21,2021,28,30-39 yr,null,null
Colorado,EIP,2020-21,2021,28,30-39 yr,null,null
California,EIP,2020-21,2021,29,30-39 yr,null,null
Colorado,EIP,2020-21,2021,29,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,29,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,29,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,29,30-39 yr,null,null
Georgia,EIP,2020-21,2021,29,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,29,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,29,30-39 yr,null,null
Maryland,EIP,2020-21,2021,29,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,29,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,29,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,29,30-39 yr,null,null
New York,EIP,2020-21,2021,29,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,29,30-39 yr,null,null
Oregon,EIP,2020-21,2021,29,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,29,30-39 yr,null,null
Utah,IHSP,2020-21,2021,29,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,30,30-39 yr,null,null
Utah,IHSP,2020-21,2021,30,30-39 yr,null,null
Oregon,EIP,2020-21,2021,30,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,30,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,30,30-39 yr,null,null
New York,EIP,2020-21,2021,30,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,30,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,30,30-39 yr,null,null
California,EIP,2020-21,2021,30,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,30,30-39 yr,null,null
Colorado,EIP,2020-21,2021,30,30-39 yr,null,null
Entire Network,IHSP,2020-21,2021,30,30-39 yr,null,null
Maryland,EIP,2020-21,2021,30,30-39 yr,null,null
Iowa,IHSP,2020-21,2021,30,30-39 yr,null,null
Georgia,EIP,2020-21,2021,30,30-39 yr,null,null
Connecticut,EIP,2020-21,2021,30,30-39 yr,null,null
Entire Network,EIP,2020-21,2021,30,30-39 yr,null,null
Michigan,IHSP,2020-21,2021,31,30-39 yr,null,null
Minnesota,EIP,2020-21,2021,31,30-39 yr,null,null
New Mexico,EIP,2020-21,2021,31,30-39 yr,null,null
New York,EIP,2020-21,2021,31,30-39 yr,null,null
Ohio,IHSP,2020-21,2021,31,30-39 yr,null,null
Oregon,EIP,2020-21,2021,31,30-39 yr,null,null
Tennessee,EIP,2020-21,2021,31,30-39 yr,null,null
Utah,IHSP,2020-21,2021,31,30-39 yr,null,null
California,EIP,2020-21,2021,31,30-39 yr,null,null
Colorado,EIP,2020-21,2021,31,30-39 yr,null,null
Entire Network,COVID-NET,2020-21,2021,31,30-39 yr,null,null
