OBJECTID,DATE,COUNTY,FACILITY_NAME,Staff_Private,Residents_Private,Staff_Public,Patients_Public,Inmates_Public,Youth_Public
7094,2020/07/01 14:00:00+00,Washington,Sterling Care South Mountain,23,67,,,,
7095,2020/07/01 14:00:00+00,Wicomico,Anchorage Healthcare Center,7,25,,,,
7096,2020/07/01 14:00:00+00,Worcester,Berlin Nursing and Rehabilitation Center,33,68,,,,
7097,2020/07/01 14:00:00+00,Worcester,Peake Healthcare at Hartley Hall (Autumn Lake Healthcare at Hartley Hall),2,0,,,,
7098,2020/07/08 14:00:00+00,Wicomico,Anchorage Healthcare Center,7,25,,,,
7099,2020/07/08 14:00:00+00,Anne Arundel,Anna Politan Assisted Living,0,2,,,,
7100,2020/07/08 14:00:00+00,Howard,Arbor Terrace Fulton,17,20,,,,
7101,2020/07/08 14:00:00+00,Anne Arundel,Arbor Terrace Waugh Chapel,7,3,,,,
7102,2020/07/08 14:00:00+00,Baltimore County,Arden Courts of Pikesville,3,35,,,,
7103,2020/07/08 14:00:00+00,Montgomery,Arden Courts of Silver Spring,6,43,,,,
7104,2020/07/08 14:00:00+00,Baltimore City,Autumn Lake Healthcare at Bridgepark,23,60,,,,
7105,2020/07/08 14:00:00+00,Prince George's,Autumn Lake Healthcare at Cherry Lane,29,101,,,,
7106,2020/07/08 14:00:00+00,Baltimore County,Autumn Lake Healthcare at Riverview,27,22,,,,
7107,2020/07/08 14:00:00+00,Frederick,Ballenger Creek - Genesis Healthcare,58,94,,,,
7108,2020/07/08 14:00:00+00,Worcester,Berlin Nursing and Rehabilitation Center,33,68,,,,
7109,2020/07/08 14:00:00+00,Carroll,Birch Manor Healthcare Center,0,,,,,
7110,2020/07/08 14:00:00+00,Montgomery,Brighton Gardens at Friendship Heights,15,2,,,,
7111,2020/07/08 14:00:00+00,Howard,Brighton Gardens of Columbia,2,5,,,,
7112,2020/07/08 14:00:00+00,Montgomery,Brightview Fallsgrove-Rockville Senior Assisted Living and Memory Care,10,3,,,,
7113,2020/07/08 14:00:00+00,Baltimore County,Brightview White Marsh - Brightview Senior Living,3,1,,,,
7114,2020/07/08 14:00:00+00,Baltimore County,Broadmead,10,15,,,,
7115,2020/07/08 14:00:00+00,Montgomery,Brooke Grove Retirement Community,28,56,,,,
7116,2020/07/08 14:00:00+00,Prince George's,Cadia Hyattsville,57,109,,,,
7117,2020/07/08 14:00:00+00,Baltimore County,Charlestown Senior Living Community,35,33,,,,
7118,2020/07/08 14:00:00+00,St. Mary's,Charlotte Hall Veterans Home,94,206,,,,
7119,2020/07/08 14:00:00+00,Dorchester,Chesapeake Woods Center,9,8,,,,
7120,2020/07/08 14:00:00+00,Montgomery,Collingswood Rehabilitation and Healthcare Center,56,119,,,,
7121,2020/07/08 14:00:00+00,Baltimore County,Commonwealth Senior Living Cockeysville,1,0,,,,
7122,2020/07/08 14:00:00+00,Carroll,Copper Ridge,3,5,,,,
7123,2020/07/08 14:00:00+00,Queen Anne's,Corsica Hills Center,26,52,,,,
7124,2020/07/08 14:00:00+00,Allegany,Cumberland Healthcare Center,36,88,,,,
7125,2020/07/08 14:00:00+00,Garrett,Dennett Road Manor,8,4,,,,
7126,2020/07/08 14:00:00+00,St. Mary's,Discovery Commons at Wildewood,1,1,,,,
7127,2020/07/08 14:00:00+00,Prince George's,Doctors Community Rehabilitation and Patient Care Center,22,29,,,,
7128,2020/07/08 14:00:00+00,Baltimore County,Edenwald,11,1,,,,
7129,2020/07/08 14:00:00+00,Howard,Encore at Turf Valley,6,4,,,,
7130,2020/07/08 14:00:00+00,Baltimore City,Fayette Health and Rehabilitation Center,46,70,,,,
7131,2020/07/08 14:00:00+00,Baltimore County,Frederick Villa Nursing and Rehabilitation Center,40,74,,,,
7132,2020/07/08 14:00:00+00,Baltimore City,FutureCare Canton Harbor,11,12,,,,
7133,2020/07/08 14:00:00+00,Baltimore County,FutureCare Northpoint,24,48,,,,
7134,2020/07/08 14:00:00+00,Baltimore City,FutureCare Sandtown,48,61,,,,
7135,2020/07/08 14:00:00+00,Baltimore County,Genesis Cromwell Center,13,43,,,,
7136,2020/07/08 14:00:00+00,Charles,Genesis La Plata,8,2,,,,
7137,2020/07/08 14:00:00+00,Baltimore County,Genesis Multi-Medical Center,5,1,,,,
7138,2020/07/08 14:00:00+00,Baltimore County,Genesis Perring Parkway,12,23,,,,
7139,2020/07/08 14:00:00+00,Anne Arundel,Genesis Severna Park,6,13,,,,
7140,2020/07/08 14:00:00+00,Anne Arundel,Genesis Waugh Chapel,23,62,,,,
7141,2020/07/08 14:00:00+00,Frederick,Glade Valley Center - Genesis Healthcare,10,21,,,,
7142,2020/07/08 14:00:00+00,Baltimore County,Greater Baltimore Medical Center Sub Acute Unit,1,0,,,,
7143,2020/07/08 14:00:00+00,Howard,HeartLands Senior Living Village at Ellicott City,1,11,,,,
7144,2020/07/08 14:00:00+00,Montgomery,Hebrew Home of Greater Washington,60,94,,,,
7145,2020/07/08 14:00:00+00,Prince George's,Henson Creek Assisted Living,2,8,,,,
7146,2020/07/08 14:00:00+00,Baltimore County,Heritage Center Genesis Eldercare,9,38,,,,
7147,2020/07/08 14:00:00+00,Baltimore County,Holly Hills Manor,21,49,,,,
7148,2020/07/08 14:00:00+00,Prince George's,Hyattsville Health and Rehab,17,45,,,,
7149,2020/07/08 14:00:00+00,Montgomery,Ingleside at King Farm,9,1,,,,
7150,2020/07/08 14:00:00+00,Montgomery,Kensington Park,36,29,,,,
7151,2020/07/08 14:00:00+00,Baltimore City,Keswick Multi-Care Center,15,16,,,,
7152,2020/07/08 14:00:00+00,Baltimore County,King David Nursing and Rehabilitation Center,16,46,,,,
7153,2020/07/08 14:00:00+00,Howard,Lighthouse Senior Living at Ellicott City,7,7,,,,
7154,2020/07/08 14:00:00+00,Baltimore County,Lighthouse Senior Living at Hopkins Creek,1,0,,,,
7155,2020/07/08 14:00:00+00,Carroll,Longview Nursing Home Inc.,25,43,,,,
7156,2020/07/08 14:00:00+00,Howard,Lorien Columbia,18,37,,,,
7157,2020/07/08 14:00:00+00,Howard,Lorien Elkridge,5,15,,,,
7158,2020/07/08 14:00:00+00,Carroll,Lorien Mount Airy,18,14,,,,
7159,2020/07/08 14:00:00+00,Carroll,Lorien Taneytown,1,5,,,,
7160,2020/07/08 14:00:00+00,Baltimore City,Manor Care Roland Park,9,36,,,,
7161,2020/07/08 14:00:00+00,Baltimore County,ManorCare Health Services - Ruxton,30,82,,,,
7162,2020/07/08 14:00:00+00,Baltimore County,Maria Health Care Center,9,0,,,,
7163,2020/07/08 14:00:00+00,Baltimore County,Meadow Park Rehabilitation and Healthcare,30,41,,,,
7164,2020/07/08 14:00:00+00,Montgomery,Montgomery Village Health Care Center,30,57,,,,
7165,2020/07/08 14:00:00+00,Baltimore County,New Life Healthy Living Center,3,4,,,,
7166,2020/07/08 14:00:00+00,Baltimore County,North Oak,8,9,,,,
7167,2020/07/08 14:00:00+00,Frederick,Northampton Manor Nursing and Rehabilitation Center,30,76,,,,
7168,2020/07/08 14:00:00+00,Baltimore City,Nursing and Rehab Center at Stadium Place,14,3,,,,
7169,2020/07/08 14:00:00+00,Baltimore City,Overlea Health and Rehab,18,24,,,,
7170,2020/07/08 14:00:00+00,Worcester,Peake Healthcare at Hartley Hall (Autumn Lake Healthcare at Hartley Hall),3,0,,,,
7171,2020/07/08 14:00:00+00,Talbot,Peake Healthcare at the Pines,3,5,,,,
7172,2020/07/08 14:00:00+00,Baltimore City,Post Acute Care Center,35,73,,,,
7173,2020/07/08 14:00:00+00,Baltimore County,"PowerBack Rehabilitation, Brightwood Campus",0,5,,,,
7174,2020/07/08 14:00:00+00,Montgomery,Regency Care of Silver Spring,35,55,,,,
7175,2020/07/08 14:00:00+00,Charles,Restore Health Rehabilitation Center,7,10,,,,
7176,2020/07/08 14:00:00+00,Montgomery,Rockville Nursing Home,22,41,,,,
7177,2020/07/08 14:00:00+00,Charles,SagePoint Nursing and Rehabilitation,37,108,,,,
7178,2020/07/08 14:00:00+00,Wicomico,Salisbury Rehabilitation and Nursing Center,38,83,,,,
7179,2020/07/08 14:00:00+00,Montgomery,Shady Grove Center for Nursing & Rehabilitation,36,76,,,,
7180,2020/07/08 14:00:00+00,Howard,Somerford Place Columbia,7,22,,,,
7181,2020/07/08 14:00:00+00,Anne Arundel,Spa Creek Center,15,35,,,,
7182,2020/07/08 14:00:00+00,Baltimore County,St. John Neumann Residence,4,3,,,,
7183,2020/07/08 14:00:00+00,St. Mary's,St. Mary's Nursing Center,4,0,,,,
7184,2020/07/08 14:00:00+00,Baltimore County,Stella Maris,44,45,,,,
7185,2020/07/08 14:00:00+00,Harford,Sterling at Riverside,3,1,,,,
7186,2020/07/08 14:00:00+00,Washington,Sterling Care South Mountain,23,67,,,,
7187,2020/07/08 14:00:00+00,Howard,Sunrise of Columbia,11,18,,,,
7188,2020/07/08 14:00:00+00,Baltimore County,Sunrise of Pikesville,10,8,,,,
7189,2020/07/08 14:00:00+00,Baltimore County,The Cottages of Perry Hall,10,14,,,,
7190,2020/07/08 14:00:00+00,Montgomery,The Landing of Silver Spring,18,17,,,,
7191,2020/07/08 14:00:00+00,Baltimore City,The Neighborhoods at St. Elizabeth Rehabilitation & Nursing Center,22,30,,,,
7192,2020/07/08 14:00:00+00,Kent,The Resort at Chester Manor,14,44,,,,
7193,2020/07/08 14:00:00+00,Baltimore City,Tudor Heights Assisted Living,2,1,,,,
7194,2020/07/08 14:00:00+00,Baltimore County,Village at Augsburg -- Nursing Home,45,81,,,,
7195,2020/07/08 14:00:00+00,Baltimore City,Westgate Hills Rehabilitation & Healthcare Center,25,63,,,,
7196,2020/07/08 14:00:00+00,Carroll,Westminster Healthcare Center,13,91,,,,
7197,2020/07/08 14:00:00+00,Baltimore County,Woodholme Garden,2,0,,,,
7198,2020/07/08 14:00:00+00,Baltimore City,Baltimore City Juvenile Justice Center,,,13,,,0
7199,2020/07/08 14:00:00+00,Anne Arundel,Anne Arundel Detention Center Jennifer Road,,,3,0,,
7200,2020/07/08 14:00:00+00,Baltimore County,Baltimore County Detention Center,,,7,8,,
7201,2020/07/08 14:00:00+00,Howard,Clifton T. Perkins Hospital Center,,,23,36,,
7202,2020/07/08 14:00:00+00,Howard,Howard County Detention Center,,,4,1,,
7203,2020/07/08 14:00:00+00,Prince George's,Prince George's County Jail,,,37,24,,
7204,2020/07/08 14:00:00+00,Baltimore City,Baltimore Central Booking and Intake Center,,,48,,91,
7205,2020/07/08 14:00:00+00,Baltimore City,Chesapeake Detention Facility (Formerly MCAC),,,31,,5,
7206,2020/07/08 14:00:00+00,Baltimore City,Metropolitan Transition Center,,,45,,30,
7207,2020/07/08 14:00:00+00,Baltimore City,Youth Detention Center,,,3,,2,
7208,2020/07/08 14:00:00+00,Baltimore City,Baltimore City Correctional Center,,,2,,0,
7209,2020/07/08 14:00:00+00,Baltimore City,"Maryland Reception, Diagnostic and Classification Center",,,33,,16,
7210,2020/07/08 14:00:00+00,Anne Arundel,Dorsey Run Correctional Facility,,,35,,58,
7211,2020/07/08 14:00:00+00,Anne Arundel,"Jessup Correctional Institution
 *Including Baltimore Pretrial Complex (BPFJ)",,,55,,94,
7212,2020/07/08 14:00:00+00,Anne Arundel,Maryland Correctional Institution for Women,,,52,,26,
7213,2020/07/08 14:00:00+00,Anne Arundel,Maryland Correctional Institution - Jessup,,,33,,147,
7214,2020/07/08 14:00:00+00,Anne Arundel,"Patuxent Institution
 *Including Correctional Mental Health Center-Jessup",,,58,,39,
7215,2020/07/08 14:00:00+00,Carroll,Central Maryland Correctional Facility (Formerly CLF),,,20,,60,
7216,2020/07/08 14:00:00+00,St. Mary's,Southern Maryland Pre-Release Unit,,,2,,0,
7217,2020/07/08 14:00:00+00,Somerset,Eastern Correctional Institution,,,3,,4,
7218,2020/07/08 14:00:00+00,Somerset,Eastern Correctional Institution Annex,,,1,,1,
7219,2020/07/08 14:00:00+00,Washington,Maryland Correctional Institution Hagerstown,,,2,,6,
7220,2020/07/08 14:00:00+00,Washington,Maryland Correctional Training Center,,,8,,15,
7221,2020/07/08 14:00:00+00,Washington,Roxbury Correctional Institution,,,1,,19,
7222,2020/07/08 14:00:00+00,Allegany,North Branch Correctional Institution,,,2,,11,
7223,2020/07/08 14:00:00+00,Allegany,Western Correctional Institution,,,3,,1,
7987,2020/07/15 14:00:00+00,Wicomico,Anchorage Healthcare Center,7,25,,,,
7988,2020/07/15 14:00:00+00,Anne Arundel,Anna Politan Assisted Living,0,3,,,,
7989,2020/07/15 14:00:00+00,Howard,Arbor Terrace Fulton,17,20,,,,
7990,2020/07/15 14:00:00+00,Prince George's,Arbor Terrace Senior Living,3,2,,,,
7991,2020/07/15 14:00:00+00,Montgomery,Arcola Health and Rehabilitation Center,17,25,,,,
7992,2020/07/15 14:00:00+00,Baltimore County,Arden Courts of Pikesville,5,35,,,,
7993,2020/07/15 14:00:00+00,Baltimore City,Autumn Lake Healthcare at Bridgepark,23,60,,,,
7994,2020/07/15 14:00:00+00,Prince George's,Autumn Lake Healthcare at Cherry Lane,29,101,,,,
7995,2020/07/15 14:00:00+00,Baltimore County,Autumn Lake Healthcare at Riverview,27,29,,,,
7996,2020/07/15 14:00:00+00,Frederick,Ballenger Creek - Genesis Healthcare,58,97,,,,
7997,2020/07/15 14:00:00+00,Montgomery,Bedford Court,29,6,,,,
7998,2020/07/15 14:00:00+00,Harford,Bel Air Health and Rehabilitation Center,30,86,,,,
7999,2020/07/15 14:00:00+00,Worcester,Berlin Nursing and Rehabilitation Center,33,68,,,,
8000,2020/07/15 14:00:00+00,Carroll,Birch Manor Healthcare Center,0,20,,,,
8001,2020/07/15 14:00:00+00,Montgomery,Brighton Gardens at Friendship Heights,15,2,,,,
8002,2020/07/15 14:00:00+00,Howard,Brighton Gardens of Columbia,2,6,,,,
8003,2020/07/15 14:00:00+00,Baltimore County,Brightview Assisted Living Catonsville,3,0,,,,
8004,2020/07/15 14:00:00+00,Montgomery,Brightview Fallsgrove-Rockville Senior Assisted Living and Memory Care,10,3,,,,
8005,2020/07/15 14:00:00+00,Anne Arundel,Brightview Senior Living Annapolis,2,0,,,,
8006,2020/07/15 14:00:00+00,Baltimore County,Brightview Senior Living Rolling Hills,1,0,,,,
8007,2020/07/15 14:00:00+00,Baltimore County,Brightview Towson,2,0,,,,
8008,2020/07/15 14:00:00+00,Baltimore County,Brightview White Marsh - Brightview Senior Living,5,1,,,,
8009,2020/07/15 14:00:00+00,Baltimore County,Broadmead,10,16,,,,
8010,2020/07/15 14:00:00+00,Baltimore County,Brookdale of Towson,1,0,,,,
8011,2020/07/15 14:00:00+00,Montgomery,Brookdale Olney,3,6,,,,
8012,2020/07/15 14:00:00+00,Prince George's,Brookdale Woodward Estates,6,7,,,,
8013,2020/07/15 14:00:00+00,Montgomery,Brooke Grove Retirement Community,28,56,,,,
8014,2020/07/15 14:00:00+00,Montgomery,Cadia Health Springbrook,22,29,,,,
8015,2020/07/15 14:00:00+00,Washington,Cadia Healthcare - Hagerstown,5,3,,,,
8016,2020/07/15 14:00:00+00,Prince George's,Cadia Hyattsville,57,105,,,,
8017,2020/07/15 14:00:00+00,Baltimore County,Chapel Hill Nursing Center,2,3,,,,
8018,2020/07/15 14:00:00+00,Baltimore County,Charlestown Senior Living Community,35,33,,,,
8019,2020/07/15 14:00:00+00,St. Mary's,Charlotte Hall Veterans Home,95,208,,,,
8020,2020/07/15 14:00:00+00,Dorchester,Chesapeake Woods Center,10,9,,,,
8021,2020/07/15 14:00:00+00,Montgomery,Collingswood Rehabilitation and Healthcare Center,56,120,,,,
8022,2020/07/15 14:00:00+00,Washington,Commonwealth Senior Living Hagerstown,1,0,,,,
8023,2020/07/15 14:00:00+00,Carroll,Copper Ridge,3,5,,,,
8024,2020/07/15 14:00:00+00,Queen Anne's,Corsica Hills Center,26,49,,,,
8025,2020/07/15 14:00:00+00,Anne Arundel,Crofton Care and Rehabilitation,24,76,,,,
8026,2020/07/15 14:00:00+00,Allegany,Cumberland Healthcare Center,36,88,,,,
8027,2020/07/15 14:00:00+00,Garrett,Dennett Road Manor,8,6,,,,
8028,2020/07/15 14:00:00+00,St. Mary's,Discovery Commons at Wildewood,1,1,,,,
8029,2020/07/15 14:00:00+00,Baltimore County,Edenwald,12,1,,,,
8030,2020/07/15 14:00:00+00,Howard,Encore at Turf Valley,6,4,,,,
8031,2020/07/15 14:00:00+00,Washington,Fahrney Keedy Home and Village,2,0,,,,
8032,2020/07/15 14:00:00+00,Montgomery,Foxchase Rehabilitation and Nursing Center,1,1,,,,
8033,2020/07/15 14:00:00+00,Baltimore City,Future Care Charles Village,29,76,,,,
8034,2020/07/15 14:00:00+00,Baltimore City,FutureCare Canton Harbor,13,13,,,,
8035,2020/07/15 14:00:00+00,Baltimore City,FutureCare Homewood,4,5,,,,
8036,2020/07/15 14:00:00+00,Baltimore County,FutureCare Northpoint,24,48,,,,
8037,2020/07/15 14:00:00+00,Baltimore County,Genesis Cromwell Center,13,43,,,,
8038,2020/07/15 14:00:00+00,Baltimore County,Genesis Eldercare Franklin Woods,3,1,,,,
8039,2020/07/15 14:00:00+00,Baltimore City,Genesis Homewood Center,3,6,,,,
8040,2020/07/15 14:00:00+00,Charles,Genesis La Plata,8,4,,,,
8041,2020/07/15 14:00:00+00,Baltimore County,Genesis Loch Raven,29,69,,,,
8042,2020/07/15 14:00:00+00,Baltimore County,Genesis Multi-Medical Center,7,1,,,,
8043,2020/07/15 14:00:00+00,Baltimore County,Genesis Perring Parkway,18,40,,,,
8044,2020/07/15 14:00:00+00,Anne Arundel,Genesis Severna Park,5,19,,,,
8045,2020/07/15 14:00:00+00,Frederick,Glade Valley Center - Genesis Healthcare,10,21,,,,
8046,2020/07/15 14:00:00+00,Baltimore County,Glen Meadows Retirement Community,17,15,,,,
8047,2020/07/15 14:00:00+00,Garrett,Goodwill Retirement Community,2,0,,,,
8048,2020/07/15 14:00:00+00,Howard,HeartLands Senior Living Village at Ellicott City,1,11,,,,
8049,2020/07/15 14:00:00+00,Montgomery,Hebrew Home of Greater Washington,62,95,,,,
8050,2020/07/15 14:00:00+00,Prince George's,Henson Creek Assisted Living,2,8,,,,
8051,2020/07/15 14:00:00+00,Baltimore County,Heritage Center Genesis Eldercare,11,38,,,,
8052,2020/07/15 14:00:00+00,Baltimore County,Holly Hills Manor,21,50,,,,
8053,2020/07/15 14:00:00+00,Caroline,Homestead Manor,1,0,,,,
8054,2020/07/15 14:00:00+00,Prince George's,Hyattsville Health and Rehab,19,46,,,,
8055,2020/07/15 14:00:00+00,Harford,In Good Hands Assisted Living,0,1,,,,
8056,2020/07/15 14:00:00+00,Montgomery,Ingleside at King Farm,9,1,,,,
8057,2020/07/15 14:00:00+00,Montgomery,Kensington Park,37,29,,,,
8058,2020/07/15 14:00:00+00,Baltimore County,King David Nursing and Rehabilitation Center,16,48,,,,
8059,2020/07/15 14:00:00+00,Howard,Lighthouse Senior Living at Ellicott City,6,7,,,,
8060,2020/07/15 14:00:00+00,Carroll,Longview Nursing Home Inc.,25,43,,,,
8061,2020/07/15 14:00:00+00,Howard,Lorien Columbia,20,39,,,,
8062,2020/07/15 14:00:00+00,Howard,Lorien Elkridge,5,15,,,,
8063,2020/07/15 14:00:00+00,Baltimore County,Lorien Mays Chapel,0,1,,,,
8064,2020/07/15 14:00:00+00,Carroll,Lorien Taneytown,1,5,,,,
8065,2020/07/15 14:00:00+00,Baltimore City,Manor Care Roland Park,12,37,,,,
8066,2020/07/15 14:00:00+00,Baltimore County,ManorCare Health Services - Ruxton,32,82,,,,
8067,2020/07/15 14:00:00+00,Baltimore County,ManorCare Health Services- Towson,9,5,,,,
8068,2020/07/15 14:00:00+00,Anne Arundel,Marley Neck Health and Rehabilitation Center,10,25,,,,
8069,2020/07/15 14:00:00+00,Baltimore County,Meadow Park Rehabilitation and Healthcare,30,41,,,,
8070,2020/07/15 14:00:00+00,Baltimore County,New Life Healthy Living Center,3,4,,,,
8071,2020/07/15 14:00:00+00,Baltimore County,North Oak,8,10,,,,
8072,2020/07/15 14:00:00+00,Frederick,Northampton Manor Nursing and Rehabilitation Center,30,76,,,,
8073,2020/07/15 14:00:00+00,Baltimore County,Northwest Hospital Center - Subacute rehab facility,12,7,,,,
8074,2020/07/15 14:00:00+00,Baltimore County,Oakwood Care Center,19,76,,,,
8075,2020/07/15 14:00:00+00,Baltimore County,Orchard Hill Health and Rehab,8,51,,,,
8076,2020/07/15 14:00:00+00,Baltimore City,Overlea Health and Rehab,27,46,,,,
8077,2020/07/15 14:00:00+00,Baltimore City,Peak Health Caton Manor,20,52,,,,
8078,2020/07/15 14:00:00+00,Worcester,Peake Healthcare at Hartley Hall (Autumn Lake Healthcare at Hartley Hall),3,0,,,,
8079,2020/07/15 14:00:00+00,Talbot,Peake Healthcare at the Pines,3,5,,,,
8080,2020/07/15 14:00:00+00,Baltimore County,Pickersgill Retirement,2,1,,,,
8081,2020/07/15 14:00:00+00,Baltimore City,Pleasant Gardens Assisted Living,0,2,,,,
8082,2020/07/15 14:00:00+00,Baltimore City,Post Acute Care Center,42,95,,,,
8083,2020/07/15 14:00:00+00,Montgomery,Potomac Valley Rehabilitation and Healthcare Center,53,92,,,,
8084,2020/07/15 14:00:00+00,Howard,Residences at Vantage Point,22,5,,,,
8085,2020/07/15 14:00:00+00,Charles,Restore Health Rehabilitation Center,7,10,,,,
8086,2020/07/15 14:00:00+00,Baltimore County,Ridgeway Manor,14,19,,,,
8087,2020/07/15 14:00:00+00,Montgomery,Rockville Nursing and Rehab,22,41,,,,
8088,2020/07/15 14:00:00+00,Charles,SagePoint Nursing and Rehabilitation,37,108,,,,
8089,2020/07/15 14:00:00+00,Wicomico,Salisbury Rehabilitation and Nursing Center,43,95,,,,
8090,2020/07/15 14:00:00+00,Montgomery,Shady Grove Center for Nursing & Rehabilitation,36,77,,,,
8091,2020/07/15 14:00:00+00,Frederick,Somerford House Frederick,9,3,,,,
8092,2020/07/15 14:00:00+00,Howard,Somerford Place Columbia,8,22,,,,
8093,2020/07/15 14:00:00+00,Anne Arundel,Spa Creek Center,16,35,,,,
8094,2020/07/15 14:00:00+00,Baltimore County,St. John Neumann Residence,5,3,,,,
8095,2020/07/15 14:00:00+00,Baltimore County,St. Joseph's Nursing Home,1,0,,,,
8096,2020/07/15 14:00:00+00,St. Mary's,St. Mary's Nursing Center,4,0,,,,
8097,2020/07/15 14:00:00+00,Baltimore County,Stella Maris,65,56,,,,
8098,2020/07/15 14:00:00+00,Harford,Sterling at Riverside,3,1,,,,
8099,2020/07/15 14:00:00+00,Washington,Sterling Care South Mountain,23,67,,,,
8100,2020/07/15 14:00:00+00,Howard,Sunrise of Columbia,11,18,,,,
8101,2020/07/15 14:00:00+00,Baltimore County,Sunrise of Pikesville,10,9,,,,
8102,2020/07/15 14:00:00+00,Baltimore County,The Cottages of Perry Hall,10,14,,,,
8103,2020/07/15 14:00:00+00,Montgomery,The Landing of Silver Spring,19,17,,,,
8104,2020/07/15 14:00:00+00,Baltimore City,The Neighborhoods at St. Elizabeth Rehabilitation & Nursing Center,24,31,,,,
8105,2020/07/15 14:00:00+00,Kent,The Resort at Chester Manor,14,44,,,,
8106,2020/07/15 14:00:00+00,Baltimore City,Tudor Heights Assisted Living,2,1,,,,
8107,2020/07/15 14:00:00+00,Baltimore County,Village at Augsburg -- Nursing Home,45,81,,,,
8108,2020/07/15 14:00:00+00,Baltimore City,Westgate Hills Rehabilitation & Healthcare Center,26,63,,,,
