DATE,COUNTY,FACILITY_NAME,"Staff:_Nursing,_Assisted_Living,_Group_Homes_Affected_Facilities","Residents:_Nursing,_Assisted_Living,_Group_Homes_Affected_Facilities",Staff:_State_and_Local_Affected_Facilities,Patients:_State_and_Local_Affected_Facilities,Inmates:_State_and_Local_Affected_Facilities,Youth:_State_and_Local_Affected_Facilities,OBJECTID
6/24/2020,Baltimore City,Chesapeake Detention Facility (Formerly MCAC),N/A,N/A,23,N/A,1,N/A,1927
6/24/2020,Baltimore City,Fayette Health and Rehabilitation Center,46,66,N/A,N/A,N/A,N/A,1928
6/24/2020,Baltimore City,Future Care Irvington,39,80,N/A,N/A,N/A,N/A,1929
6/24/2020,Baltimore City,FutureCare Canton Harbor,10,12,N/A,N/A,N/A,N/A,1930
6/24/2020,Baltimore City,FutureCare Homewood,0,1,N/A,N/A,N/A,N/A,1931
6/24/2020,Baltimore City,FutureCare Sandtown,46,59,N/A,N/A,N/A,N/A,1932
6/24/2020,Baltimore City,Genesis Long Green Center,5,1,N/A,N/A,N/A,N/A,1933
6/24/2020,Baltimore City,Levindale Hebrew Geriatric Center and Hospital,44,58,N/A,N/A,N/A,N/A,1934
6/24/2020,Baltimore City,Manor Care Roland Park,7,25,N/A,N/A,N/A,N/A,1935
6/24/2020,Baltimore City,"Maryland Reception, Diagnostic and Classification Center",N/A,N/A,32,N/A,8,N/A,1936
6/24/2020,Baltimore City,Metropolitan Transition Center,N/A,N/A,43,N/A,15,N/A,1937
6/24/2020,Baltimore City,Northwest Health and Rehab Center,3,0,N/A,N/A,N/A,N/A,1938
6/24/2020,Baltimore City,Nursing and Rehab Center at Stadium Place,11,3,N/A,N/A,N/A,N/A,1939
6/24/2020,Baltimore City,Peak Health Caton Manor,19,52,N/A,N/A,N/A,N/A,1940
6/24/2020,Baltimore City,Post Acute Care Center,24,71,N/A,N/A,N/A,N/A,1941
6/24/2020,Baltimore City,The Neighborhoods at St. Elizabeth Rehabilitation & Nursing Center,22,29,N/A,N/A,N/A,N/A,1942
6/24/2020,Baltimore City,Tudor Heights Assisted Living,0,1,N/A,N/A,N/A,N/A,1943
6/24/2020,Baltimore City,Westgate Hills Rehabilitation & Healthcare Center,25,61,N/A,N/A,N/A,N/A,1944
6/24/2020,Baltimore City,Youth Detention Center,N/A,N/A,2,N/A,2,N/A,1945
6/24/2020,Baltimore County,Arden Courts of Pikesville,2,17,N/A,N/A,N/A,N/A,1946
6/24/2020,Baltimore County,Atrium Village,8,13,N/A,N/A,N/A,N/A,1947
6/24/2020,Baltimore County,Autumn Lake Healthcare at Riverview,21,20,N/A,N/A,N/A,N/A,1948
6/24/2020,Baltimore County,Baltimore County Detention Center,N/A,N/A,6,8,N/A,N/A,1949
6/24/2020,Baltimore County,Brookdale of Towson,1,0,N/A,N/A,N/A,N/A,1950
6/24/2020,Baltimore County,"Charles H. Hickey, Jr. School",N/A,N/A,2,N/A,N/A,0,1951
6/24/2020,Baltimore County,Charlestown Senior Living Community,35,31,N/A,N/A,N/A,N/A,1952
6/24/2020,Baltimore County,Edenwald,11,1,N/A,N/A,N/A,N/A,1953
6/24/2020,Baltimore County,Frederick Villa Nursing and Rehabilitation Center,41,74,N/A,N/A,N/A,N/A,1954
6/24/2020,Baltimore County,FutureCare Courtland,27,73,N/A,N/A,N/A,N/A,1955
6/24/2020,Baltimore County,Genesis Catonsville Commons,18,54,N/A,N/A,N/A,N/A,1956
6/24/2020,Baltimore County,Genesis Cromwell Center,13,43,N/A,N/A,N/A,N/A,1957
6/24/2020,Baltimore County,Glen Meadows Retirement Community,12,15,N/A,N/A,N/A,N/A,1958
6/24/2020,Baltimore County,Greater Baltimore Medical Center Sub Acute Unit,1,0,N/A,N/A,N/A,N/A,1959
6/24/2020,Baltimore County,Heritage Center Genesis Eldercare,9,37,N/A,N/A,N/A,N/A,1960
6/24/2020,Baltimore County,Holly Hills Manor,21,48,N/A,N/A,N/A,N/A,1961
6/24/2020,Baltimore County,King David Nursing and Rehabilitation Center,14,40,N/A,N/A,N/A,N/A,1962
6/24/2020,Baltimore County,Little Sisters of the Poor,5,0,N/A,N/A,N/A,N/A,1963
6/24/2020,Baltimore County,ManorCare Health Services - Ruxton,28,64,N/A,N/A,N/A,N/A,1964
6/24/2020,Baltimore County,ManorCare Health Services- Rossville,20,61,N/A,N/A,N/A,N/A,1965
6/24/2020,Baltimore County,ManorCare Health Services- Towson,8,5,N/A,N/A,N/A,N/A,1966
6/24/2020,Baltimore County,Maria Health Care Center,8,0,N/A,N/A,N/A,N/A,1967
6/24/2020,Baltimore County,Meadow Park Rehabilitation and Healthcare,25,40,N/A,N/A,N/A,N/A,1968
6/24/2020,Baltimore County,North Oak,7,8,N/A,N/A,N/A,N/A,1969
6/24/2020,Baltimore County,Oak Crest,21,31,N/A,N/A,N/A,N/A,1970
6/24/2020,Baltimore County,Orchard Hill Health and Rehab,7,51,N/A,N/A,N/A,N/A,1971
6/24/2020,Baltimore County,Patapsco Valley Center,33,55,N/A,N/A,N/A,N/A,1972
6/24/2020,Baltimore County,"PowerBack Rehabilitation, Brightwood Campus",0,4,N/A,N/A,N/A,N/A,1973
6/24/2020,Baltimore County,Stella Maris,32,33,N/A,N/A,N/A,N/A,1974
6/24/2020,Baltimore County,Summit Park Health & Rehabilitation Center,16,24,N/A,N/A,N/A,N/A,1975
6/24/2020,Baltimore County,The Cottages of Perry Hall,10,12,N/A,N/A,N/A,N/A,1976
6/24/2020,Baltimore County,Village at Augsburg -- Nursing Home,45,77,N/A,N/A,N/A,N/A,1977
6/24/2020,Carroll,Birch Manor Healthcare Center,0,20,N/A,N/A,N/A,N/A,1978
6/24/2020,Carroll,Brinton Woods Health & Rehabilitation Center at Winfield,3,32,N/A,N/A,N/A,N/A,1979
6/24/2020,Carroll,Central Maryland Correctional Facility (Formerly CLF),N/A,N/A,20,N/A,47,N/A,1980
6/24/2020,Carroll,Copper Ridge,1,3,N/A,N/A,N/A,N/A,1981
6/24/2020,Carroll,Longview Nursing Home Inc.,25,43,N/A,N/A,N/A,N/A,1982
6/24/2020,Carroll,Lorien Mount Airy,17,14,N/A,N/A,N/A,N/A,1983
6/24/2020,Carroll,Lorien Taneytown,0,5,N/A,N/A,N/A,N/A,1984
6/24/2020,Carroll,Pleasant View Nursing Home,45,87,N/A,N/A,N/A,N/A,1985
6/24/2020,Carroll,Springfield Hospital Center,N/A,N/A,16,5,N/A,N/A,1986
6/24/2020,Carroll,Westminster Healthcare Center,13,89,N/A,N/A,N/A,N/A,1987
6/24/2020,Charles,SagePoint Nursing and Rehabilitation,37,107,N/A,N/A,N/A,N/A,1988
6/24/2020,Charles,The Charleston Senior Community,15,34,N/A,N/A,N/A,N/A,1989
6/24/2020,Dorchester,Chesapeake Woods Center,9,8,N/A,N/A,N/A,N/A,1990
6/24/2020,Frederick,Ballenger Creek - Genesis Healthcare,53,90,N/A,N/A,N/A,N/A,1991
6/24/2020,Frederick,Citizens Care and Rehabilitation Center - Frederick,16,14,N/A,N/A,N/A,N/A,1992
6/24/2020,Frederick,Frederick Health and Rehabilitation Center,26,31,N/A,N/A,N/A,N/A,1993
6/24/2020,Frederick,HeartFields Assisted Living at Frederick,19,11,N/A,N/A,N/A,N/A,1994
6/24/2020,Howard,Arbor Terrace Fulton,16,18,N/A,N/A,N/A,N/A,1995
6/24/2020,Howard,Brighton Gardens of Columbia,1,5,N/A,N/A,N/A,N/A,1996
6/24/2020,Howard,HeartLands Senior Living Village at Ellicott City,1,2,N/A,N/A,N/A,N/A,1997
6/24/2020,Howard,Lorien Columbia,11,29,N/A,N/A,N/A,N/A,1998
6/24/2020,Howard,Morningside House of Ellicott City,10,21,N/A,N/A,N/A,N/A,1999
6/24/2020,Howard,Shangri-La Assisted Living,7,11,N/A,N/A,N/A,N/A,2000
6/24/2020,Howard,Sunrise of Columbia,10,18,N/A,N/A,N/A,N/A,2001
6/24/2020,Kent,The Resort at Chester Manor,13,41,N/A,N/A,N/A,N/A,2002
6/24/2020,Montgomery,Aspenwood Senior Living Community,3,5,N/A,N/A,N/A,N/A,2003
6/24/2020,Montgomery,Autumn Lake Healthcare at Oakview,20,71,N/A,N/A,N/A,N/A,2004
6/24/2020,Montgomery,Bethesda Health and Rehab,36,79,N/A,N/A,N/A,N/A,2005
6/24/2020,Montgomery,Brighton Gardens at Friendship Heights,8,2,N/A,N/A,N/A,N/A,2006
6/24/2020,Montgomery,Brighton Gardens of Tuckerman Lane,30,25,N/A,N/A,N/A,N/A,2007
6/24/2020,Montgomery,Brightview Fallsgrove-Rockville Senior Assisted Living and Memory Care,10,3,N/A,N/A,N/A,N/A,2008
6/24/2020,Montgomery,Brookdale Olney,2,5,N/A,N/A,N/A,N/A,2009
6/24/2020,Montgomery,Brooke Grove Retirement Community,27,47,N/A,N/A,N/A,N/A,2010
6/24/2020,Montgomery,Cadia Healthcare Wheaton,15,40,N/A,N/A,N/A,N/A,2011
6/24/2020,Montgomery,Collingswood Rehabilitation and Healthcare Center,50,119,N/A,N/A,N/A,N/A,2012
6/24/2020,Montgomery,Fox Chase Rehabilitation & Nursing,9,7,N/A,N/A,N/A,N/A,2013
6/24/2020,Montgomery,Friends House Retirement Community,15,18,N/A,N/A,N/A,N/A,2014
6/24/2020,Montgomery,Hebrew Home of Greater Washington,55,84,N/A,N/A,N/A,N/A,2015
6/24/2020,Montgomery,Ingleside at King Farm,7,1,N/A,N/A,N/A,N/A,2016
6/24/2020,Montgomery,Layhill Center,3,19,N/A,N/A,N/A,N/A,2017
6/24/2020,Montgomery,Manor Care Wheaton,21,58,N/A,N/A,N/A,N/A,2018
6/24/2020,Montgomery,Montgomery Village Health Care Center,29,57,N/A,N/A,N/A,N/A,2019
6/24/2020,Montgomery,Potomac Valley Rehabilitation and Healthcare Center,52,92,N/A,N/A,N/A,N/A,2020
6/24/2020,Montgomery,Regency Care of Silver Spring,34,54,N/A,N/A,N/A,N/A,2021
6/24/2020,Montgomery,Seabury at Springvale Terrace,5,1,N/A,N/A,N/A,N/A,2022
6/24/2020,Montgomery,Shady Grove Center for Nursing & Rehabilitation,34,74,N/A,N/A,N/A,N/A,2023
6/24/2020,Montgomery,Sligo Creek Center - Peak Healthcare,19,24,N/A,N/A,N/A,N/A,2024
6/24/2020,Montgomery,Sunrise Senior Living Bethesda,26,16,N/A,N/A,N/A,N/A,2025
6/24/2020,Montgomery,Tribute at Black Hill,7,4,N/A,N/A,N/A,N/A,2026
6/24/2020,Montgomery,Village at Rockville,27,39,N/A,N/A,N/A,N/A,2027
6/24/2020,Prince George's,Autumn Lake Healthcare at Cherry Lane,29,101,N/A,N/A,N/A,N/A,2028
6/24/2020,Prince George's,Cadia Hyattsville,55,105,N/A,N/A,N/A,N/A,2029
6/24/2020,Prince George's,Doctors Community Rehabilitation and Patient Care Center,17,29,N/A,N/A,N/A,N/A,2030
6/24/2020,Prince George's,Henson Creek Assisted Living,2,8,N/A,N/A,N/A,N/A,2031
6/24/2020,Prince George's,Hyattsville Health and Rehab,17,45,N/A,N/A,N/A,N/A,2032
6/24/2020,Prince George's,Largo Nursing & Rehabilitation Center,11,39,N/A,N/A,N/A,N/A,2033
6/24/2020,Prince George's,Prince George's County Jail,N/A,N/A,37,24,N/A,N/A,2034
6/24/2020,Queen Anne's,Corsica Hills Center,25,43,N/A,N/A,N/A,N/A,2035
6/24/2020,Somerset,Eastern Correctional Institution,N/A,N/A,2,N/A,4,N/A,2036
6/24/2020,Somerset,Eastern Correctional Institution Annex,N/A,N/A,1,N/A,1,N/A,2037
6/24/2020,St. Mary's,Charlotte Hall Veterans Home,91,205,N/A,N/A,N/A,N/A,2038
6/24/2020,St. Mary's,Southern Maryland Pre-Release Unit,N/A,N/A,2,N/A,0,N/A,2039
6/24/2020,St. Mary's,St. Mary's Nursing Center,1,0,N/A,N/A,N/A,N/A,2040
6/24/2020,Talbot,Peake Healthcare at the Pines,2,5,N/A,N/A,N/A,N/A,2041
6/24/2020,Washington,Cadia Healthcare - Hagerstown,4,3,N/A,N/A,N/A,N/A,2042
6/24/2020,Washington,Maryland Correctional Institution Hagerstown,N/A,N/A,1,N/A,2,N/A,2043
6/24/2020,Washington,Maryland Correctional Training Center,N/A,N/A,8,N/A,9,N/A,2044
6/24/2020,Washington,Roxbury Correctional Institution,N/A,N/A,0,N/A,1,N/A,2045
6/24/2020,Washington,Sterling Care South Mountain,23,61,N/A,N/A,N/A,N/A,2046
6/24/2020,Wicomico,Anchorage Healthcare Center,7,25,N/A,N/A,N/A,N/A,2047
6/24/2020,Wicomico,Salisbury Rehabilitation and Nursing Center,39,108,N/A,N/A,N/A,N/A,2048
6/24/2020,Worcester,Berlin Nursing and Rehabilitation Center,33,68,N/A,N/A,N/A,N/A,2049
6/24/2020,Worcester,Peake Healthcare at Hartley Hall (Autumn Lake Healthcare at Hartley Hall),2,0,N/A,N/A,N/A,N/A,2050
